sku;additional_images;name;description;ean;manufacturer;model;qty;price;special_price;m2_type;material;color;_category
LCW01-35-040-3;/l/c/lcw01-35-040-3_83.jpg,/l/c/lcw01-35-040-3-a_98.jpg,/l/c/lcw01-35-040-3-b_99.jpg,/l/c/lcw01-35-040-3-c_100.jpg,/l/c/lcw01-35-040-3-d_101.jpg,/l/c/lcw01-35-040-3-e_102.jpg,/l/c/lcw01-35-040-3-f_103.jpg,/l/c/lcw01-35-040-3-g_104.jpg;Apple Watch Series 3/2/1 38mm electroplating lustre frame - Black;"Electroplating TPU Watch Shell for Apple Watch Series 3/2/1 38mm - Black

  Soft TPU material, non-yellowing and durable

  Electroplating workmanship, shiny metallic lustre

  Precise cut-outs ensure unhindered operation

  Protects the screen and side from scratch-proof and collision

  Easy to install and remove

Compatible with:

  Apple Watch Series 3 38mm
  Apple Watch Series 2 38mm
  Apple Watch Series 1 38mm

Package included:

  1 x Electroplating TPU Watch Shell
  Other items not included";5714864050198;Apple;Apple Watch 38mm;0;12.85;10.25;Bumper;Silicone / TPU;Black;Lux-Case/Smartwatch/Apple Watch/Apple Watch Series 1-3 38mm
LCW01-35-040-4;/l/c/lcw01-35-040-4_84.jpg,/l/c/lcw01-35-040-4-a.jpg,/l/c/lcw01-35-040-4-b_0.jpg,/l/c/lcw01-35-040-4-c_1.jpg,/l/c/lcw01-35-040-4-d_2.jpg,/l/c/lcw01-35-040-4-e_3.jpg,/l/c/lcw01-35-040-4-f_4.jpg,/l/c/lcw01-35-040-4-g_5.jpg;Apple Watch Series 3/2/1 38mm electroplating lustre frame - Gold;"Electroplating TPU Watch Shell for Apple Watch Series 3/2/1 38mm - Gold

  Soft TPU material, non-yellowing and durable

  Electroplating workmanship, shiny metallic lustre

  Precise cut-outs ensure unhindered operation

  Protects the screen and side from scratch-proof and collision

  Easy to install and remove

Compatible with:

  Apple Watch Series 3 38mm
  Apple Watch Series 2 38mm
  Apple Watch Series 1 38mm

Package included:

  1 x Electroplating TPU Watch Shell
  Other items not included";5714864050204;Apple;Apple Watch 38mm;0;12.85;10.25;Bumper;Silicone / TPU;Gold;Lux-Case/Smartwatch/Apple Watch/Apple Watch Series 1-3 38mm
LCW01-35-040-5;/l/c/lcw01-35-040-5_85.jpg,/l/c/lcw01-35-040-5-a_6.jpg,/l/c/lcw01-35-040-5-b_7.jpg,/l/c/lcw01-35-040-5-c_8.jpg,/l/c/lcw01-35-040-5-d_9.jpg,/l/c/lcw01-35-040-5-e_10.jpg,/l/c/lcw01-35-040-5-f_11.jpg,/l/c/lcw01-35-040-5-g_12.jpg;Apple Watch Series 3/2/1 38mm electroplating lustre frame - Silver;"Electroplating TPU Watch Shell for Apple Watch Series 3/2/1 38mm - Silver

  Soft TPU material, non-yellowing and durable

  Electroplating workmanship, shiny metallic lustre

  Precise cut-outs ensure unhindered operation

  Protects the screen and side from scratch-proof and collision

  Easy to install and remove

Compatible with:

  Apple Watch Series 3 38mm
  Apple Watch Series 2 38mm
  Apple Watch Series 1 38mm

Package included:

  1 x Electroplating TPU Watch Shell
  Other items not included";5714864050211;Apple;Apple Watch 38mm;0;12.85;10.25;Bumper;Silicone / TPU;Silver/Grey;Lux-Case/Smartwatch/Apple Watch/Apple Watch Series 1-3 38mm
LCW11-146-005-1;/l/c/lcw11-114-033-1_91.jpg,/l/c/lcw11-114-033-1-a_82.jpg,/l/c/lcw11-114-033-1-b_83.jpg,/l/c/lcw11-114-033-1-c_84.jpg,/l/c/lcw11-114-033-1-d_85.jpg,/l/c/lcw11-114-033-1-e_86.jpg,/l/c/lcw11-114-033-1-f_87.jpg,/l/c/lcw11-114-033-1-g_88.jpg;Huawei Watch GT durable clear frame - Transparent;"Soft TPU Cover Frame Case for Huawei Watch GT 42mm - Transparent

 Made of TPU material, soft and flexible

 Accurate cutouts, fits your watch perfectly

 Protect your watch from scratches and shocks

Compatible with:

 Huawei Watch GT

Package included:

 1 x Soft TPU Cover Bumper Case
 Other items not included";5714864061194;Huawei;Huawei Watch GT 2 42mm;3;15.45;;Bumper;Silicone / TPU;Transparent;Lux-Case/Smartwatch/Huawei Watch/Huawei Watch GT 2 42mm
LCW11-146-005-2;/l/c/lcw11-114-033-2_92.jpg,/l/c/lcw11-114-033-2-a_89.jpg,/l/c/lcw11-114-033-2-b_90.jpg,/l/c/lcw11-114-033-2-c_91.jpg,/l/c/lcw11-114-033-2-d_92.jpg,/l/c/lcw11-114-033-2-e_93.jpg,/l/c/lcw11-114-033-2-f_94.jpg;Huawei Watch GT durable clear frame - Grey;"Soft TPU Cover Frame Case for Huawei Watch GT 42mm - Grey

 Made of TPU material, soft and flexible

 Accurate cutouts, fits your watch perfectly

 Protect your watch from scratches and shocks

Compatible with:

 Huawei Watch GT

Package included:

 1 x Soft TPU Cover Bumper Case
 Other items not included";5714864061200;Huawei;Huawei Watch GT 2 42mm;3;15.45;;Bumper;Silicone / TPU;Silver/Grey;Lux-Case/Smartwatch/Huawei Watch/Huawei Watch GT 2 42mm
LCW11-146-005-3;/l/c/lcw11-114-033-3_93.jpg,/l/c/lcw11-114-033-3-a_95.jpg,/l/c/lcw11-114-033-3-b_96.jpg,/l/c/lcw11-114-033-3-c_97.jpg,/l/c/lcw11-114-033-3-d_98.jpg,/l/c/lcw11-114-033-3-e_99.jpg,/l/c/lcw11-114-033-3-f_100.jpg;Huawei Watch GT durable clear frame - Red;"Soft TPU Cover Frame Case for Huawei Watch GT 42mm - Red

 Made of TPU material, soft and flexible

 Accurate cutouts, fits your watch perfectly

 Protect your watch from scratches and shocks

Compatible with:

 Huawei Watch GT

Package included:

 1 x Soft TPU Cover Bumper Case
 Other items not included";5714864061217;Huawei;Huawei Watch GT 2 42mm;4;15.45;;Bumper;Silicone / TPU;Red;Lux-Case/Smartwatch/Huawei Watch/Huawei Watch GT 2 42mm
LCW11-146-005-4;/l/c/lcw11-114-033-4_94.jpg,/l/c/lcw11-114-033-4-a.jpg,/l/c/lcw11-114-033-4-b_0.jpg,/l/c/lcw11-114-033-4-c_1.jpg,/l/c/lcw11-114-033-4-d_2.jpg,/l/c/lcw11-114-033-4-e_3.jpg,/l/c/lcw11-114-033-4-f_4.jpg;Huawei Watch GT durable clear frame - Orange;"Soft TPU Cover Frame Case for Huawei Watch GT 42mm - Orange

 Made of TPU material, soft and flexible

 Accurate cutouts, fits your watch perfectly

 Protect your watch from scratches and shocks

Compatible with:

 Huawei Watch GT

Package included:

 1 x Soft TPU Cover Bumper Case
 Other items not included";5714864061224;Huawei;Huawei Watch GT 2 42mm;3;15.45;;Bumper;Silicone / TPU;Orange;Lux-Case/Smartwatch/Huawei Watch/Huawei Watch GT 2 42mm
LCW11-146-005-5;/l/c/lcw11-114-033-5_95.jpg,/l/c/lcw11-114-033-5-a_5.jpg,/l/c/lcw11-114-033-5-b_6.jpg,/l/c/lcw11-114-033-5-c_7.jpg,/l/c/lcw11-114-033-5-d_8.jpg,/l/c/lcw11-114-033-5-e_9.jpg,/l/c/lcw11-114-033-5-f_10.jpg;Huawei Watch GT durable clear frame - Blue;"Soft TPU Cover Frame Case for Huawei Watch GT 42mm - Blue

 Made of TPU material, soft and flexible

 Accurate cutouts, fits your watch perfectly

 Protect your watch from scratches and shocks

Compatible with:

 Huawei Watch GT

Package included:

 1 x Soft TPU Cover Bumper Case
 Other items not included";5714864061231;Huawei;Huawei Watch GT 2 42mm;3;15.45;;Bumper;Silicone / TPU;Blue;Lux-Case/Smartwatch/Huawei Watch/Huawei Watch GT 2 42mm
LCW11-114-034-1;/l/c/lcw11-114-034-1_96.jpg,/l/c/lcw11-114-034-1-a_11.jpg,/l/c/lcw11-114-034-1-b_12.jpg,/l/c/lcw11-114-034-1-c_13.jpg,/l/c/lcw11-114-034-1-d_14.jpg,/l/c/lcw11-114-034-1-e_15.jpg,/l/c/lcw11-114-034-1-f_16.jpg,/l/c/lcw11-114-034-1-g_17.jpg;Huawei Watch GT durable clear bumper - Transparent;"Soft TPU Cover Bumper Case for Huawei Watch GT 46mm - Transparent

 Made of TPU material, soft and flexible

 Accurate cutouts, fits your watch perfectly

 Protect your watch from scratches and shocks

Compatible with:

 Huawei Watch GT

Package included:

 1 x Soft TPU Cover Bumper Case
 Other items not included";5714864061248;Huawei;Huawei Watch GT;2;15.45;;Bumper;Silicone / TPU;Transparent;Lux-Case/Smartwatch/Amazfit/Amazfit GTS
LCW11-114-034-2;/l/c/lcw11-114-034-2_97.jpg,/l/c/lcw11-114-034-2-a_18.jpg,/l/c/lcw11-114-034-2-b_19.jpg,/l/c/lcw11-114-034-2-c_20.jpg,/l/c/lcw11-114-034-2-d_21.jpg,/l/c/lcw11-114-034-2-e_22.jpg,/l/c/lcw11-114-034-2-f_23.jpg;Huawei Watch GT durable clear bumper - Grey;"Soft TPU Cover Bumper Case for Huawei Watch GT 46mm - Grey

 Made of TPU material, soft and flexible

 Accurate cutouts, fits your watch perfectly

 Protect your watch from scratches and shocks

Compatible with:

 Huawei Watch GT

Package included:

 1 x Soft TPU Cover Bumper Case
 Other items not included";5714864061255;Huawei;Huawei Watch GT;2;15.45;;Bumper;Silicone / TPU;Silver/Grey;Lux-Case/Smartwatch/Amazfit/Amazfit GTS
LCW11-114-034-3;/l/c/lcw11-114-034-3_98.jpg,/l/c/lcw11-114-034-3-a_24.jpg,/l/c/lcw11-114-034-3-b_25.jpg,/l/c/lcw11-114-034-3-c_26.jpg,/l/c/lcw11-114-034-3-d_27.jpg,/l/c/lcw11-114-034-3-e_28.jpg,/l/c/lcw11-114-034-3-f_29.jpg;Huawei Watch GT durable clear bumper - Red;"Soft TPU Cover Bumper Case for Huawei Watch GT 46mm - Red

 Made of TPU material, soft and flexible

 Accurate cutouts, fits your watch perfectly

 Protect your watch from scratches and shocks

Compatible with:

 Huawei Watch GT

Package included:

 1 x Soft TPU Cover Bumper Case
 Other items not included";5714864061262;Huawei;Huawei Watch GT;1;15.45;;Bumper;Silicone / TPU;Red;Lux-Case/Smartwatch/Amazfit/Amazfit GTS
LCW11-114-034-4;/l/c/lcw11-114-034-4.jpg,/l/c/lcw11-114-034-4-a_30.jpg,/l/c/lcw11-114-034-4-b_31.jpg,/l/c/lcw11-114-034-4-c_32.jpg,/l/c/lcw11-114-034-4-d_33.jpg,/l/c/lcw11-114-034-4-e_34.jpg,/l/c/lcw11-114-034-4-f_35.jpg;Huawei Watch GT durable clear bumper - Orange;"Soft TPU Cover Bumper Case for Huawei Watch GT 46mm - Orange

 Made of TPU material, soft and flexible

 Accurate cutouts, fits your watch perfectly

 Protect your watch from scratches and shocks

Compatible with:

 Huawei Watch GT

Package included:

 1 x Soft TPU Cover Bumper Case
 Other items not included";5714864061279;Huawei;Huawei Watch GT;1;15.45;;Bumper;Silicone / TPU;Orange;Lux-Case/Smartwatch/Amazfit/Amazfit GTS
LCW11-114-034-5;/l/c/lcw11-114-034-5_0.jpg,/l/c/lcw11-114-034-5-a_36.jpg,/l/c/lcw11-114-034-5-b_37.jpg,/l/c/lcw11-114-034-5-c_38.jpg,/l/c/lcw11-114-034-5-d_39.jpg,/l/c/lcw11-114-034-5-e_40.jpg,/l/c/lcw11-114-034-5-f_41.jpg;Huawei Watch GT durable clear bumper - Blue;"Soft TPU Cover Bumper Case for Huawei Watch GT 46mm - Blue

 Made of TPU material, soft and flexible

 Accurate cutouts, fits your watch perfectly

 Protect your watch from scratches and shocks

Compatible with:

 Huawei Watch GT

Package included:

 1 x Soft TPU Cover Bumper Case
 Other items not included";5714864061286;Huawei;Huawei Watch GT;1;15.45;;Bumper;Silicone / TPU;Blue;Lux-Case/Smartwatch/Amazfit/Amazfit GTS
LCW03-231-002-1;/l/c/lcw03-231-002-1_13.jpg,/l/c/lcw03-231-002-1-a.jpg,/l/c/lcw03-231-002-1-b_0.jpg,/l/c/lcw03-231-002-1-c_1.jpg,/l/c/lcw03-231-002-1-d_2.jpg,/l/c/lcw03-231-002-1-e_3.jpg,/l/c/lcw03-231-002-1-f_4.jpg,/l/c/lcw03-231-002-1-g_5.jpg,/l/c/lcw03-231-002-1-h_6.jpg;Samsung Galaxy Watch Active 2 - 40mm durable frame - Orange;"TPU Cover Bumper Frame Case for Samsung Galaxy Watch Active2 40mm - Orange

 Made of TPU material, soft and flexible

 Accurate cutouts, fits your watch perfectly

 Protect your watch from scratches and shocks

Compatible with:

 Samsung Galaxy Watch Active2 40mm

 SM-825F

 SM-835F (Global, Canada)

 SM-825U

Package included:

 1 x Soft TPU Cover Bumper Case
 Other items not included";5714864061415;Samsung;Samsung Galaxy Watch Active 2 - 40mm;2;15.45;;Bumper;Silicone / TPU;Orange;Lux-Case/Smartwatch/Samsung/Samsung Galaxy Watch Active 2 - 40mm
LCW03-231-002-2;/l/c/lcw03-231-002-2_14.jpg,/l/c/lcw03-231-002-2-a_7.jpg,/l/c/lcw03-231-002-2-b_8.jpg,/l/c/lcw03-231-002-2-c_9.jpg,/l/c/lcw03-231-002-2-d_10.jpg,/l/c/lcw03-231-002-2-e_11.jpg;Samsung Galaxy Watch Active 2 - 40mm durable frame - Grey;"TPU Cover Bumper Frame Case for Samsung Galaxy Watch Active2 40mm - Grey

 Made of TPU material, soft and flexible

 Accurate cutouts, fits your watch perfectly

 Protect your watch from scratches and shocks

Compatible with:

 Samsung Galaxy Watch Active2 40mm

 SM-825F

 SM-835F (Global, Canada)

 SM-825U

Package included:

 1 x Soft TPU Cover Bumper Case
 Other items not included";5714864061422;Samsung;Samsung Galaxy Watch Active 2 - 40mm;1;15.45;;Bumper;Silicone / TPU;Silver/Grey;Lux-Case/Smartwatch/Samsung/Samsung Galaxy Watch Active 2 - 40mm
